05735453,FREDERIK,HENDRIK,LEEUWRIK,1,,NL,NETHERLANDS,residence	
60150728,LOREN,D.,SCHULTZ,4,PA,US,,residence	
60153599,FRANCISCO,A.,CANO,2,TX,US,,residence	
60153599,NAGARAJ,N.,SAVITHRI,1,TX,US,,residence	
60158044,PAUL,,YOUNG,1,MD,US,,residence	
60158044,JIAN,,NI,2,MD,US,,residence	
60158044,STEVE,,RUBEN,3,MD,US,,residence	
60160796,ARNOLD,S.,PRYWES,1,NY,US,,residence	
60161817,GABRIELA,,BARAK,1,,IL,ISRAEL,residence	
60161817,RUTH,,LEVY,2,,IL,ISRAEL,residence	
60166649,GA-LANE,,CHEN,1,CA,US,,residence	
60167993,ROBERT,J.,COLLIER,1,TX,US,,residence	
60167993,LOUIS,,DESANTIS,2,TX,US,,residence	
60167993,MICHAEL,A.,KAPIN,3,TX,US,,residence	
60174862,BILLY,J.,ROBERTS,1,TX,US,,residence	
60182210,Peter,R.,Ramsaroop,1,FL,,,residence	
60193053,CHRISTOPHER,,GRIMALDI,3,CA,,,residence	
60193053,AUDREY,,GODDARD,1,CA,,,residence	
60193053,PAUL,J.,GODOWSKI,2,CA,,,residence	
60193053,ZEMIN,,ZHANG,7,CA,,,residence	
60193053,COLIN,,WATANABE,5,CA,,,residence	
60193053,WILLIAM,I.,WOOD,6,CA,,,residence	
60193053,AUSTIN,L.,GURNEY,4,CA,,,residence	
60196086,Peter,C.,Simpson,2,IL,,,residence	
60196086,Jerimiah,P.,O'Leary,3,IL,,,residence	
60196086,Dickon,,Isaacs,1,IL,,,residence	
60196086,Hans-Christoph,,Haenlein,7,CA,,,residence	
60196086,Mark,A.,Zeh,5,CA,,,residence	
60196086,Timothy,J.,Ogilvie,9,NY,,,residence	
60196086,Mark,,Stein,8,VA,,,residence	
60196086,Jonathan,I.,Kaplan,4,CA,,,residence	
60196086,Steven,L.,Atkins,6,CA,,,residence	
60199587,Tony,Marion,Pearce,1,UT,,,residence	
60210082,John,A.,Peyman,1,CT,,,residence	
60211189,Mohammed,N .I.,Khan,1,IA,,,residence	
60216366,Roni,,Biberman,1,,IL,ISRAEL,residence	
60222025,David,M.,Holmes,1,CA,,,residence	
60222685,Steven,L.,Burton,1,PA,,,residence	
60230131,Farzad,,Ghadooshahy,1,CA,,,residence	
60232166,Murdo,MacPhee,Black,1,,GB,UNITED KINGDOM,residence	
60232166,Graeme,Antony,Maisey,2,,GB,UNITED KINGDOM,residence	
60232166,Andrew,James,Woodhead,3,,GB,UNITED KINGDOM,residence	
60232166,Stuart,Richard,May,4,,GB,UNITED KINGDOM,residence	
60232166,James,,Aitken,5,,GB,UNITED KINGDOM,residence	
60232166,Michael,,Pearson,6,,GB,UNITED KINGDOM,residence	
60235440,Frank,,Moeller,2,,GB,UNITED KINGDOM,residence	
60235440,Rick,T.,Lasko,1,,IT,ITALY,residence	
60235526,Curtis,R.,Davidson,2,IL,,,residence	
60235526,Joel,D.,Kwasny,3,IL,,,residence	
60235526,Daniel,C.,Scheffler,1,IL,,,residence	
60244777,Larry,G,DeShazer,1,CA,,,residence	
60244777,Howard,S,Barr,3,CA,,,residence	
60244777,Rudy,Steven,Saenz,2,CA,,,residence	
60247335,Joseph,A.,Sorge,1,WY,,,residence	
60253507,Hajime,,Andoh,1,,,,residence	
60256920,Erik,,Zimmerman,3,,SE,SWEDEN,residence	
60256920,Takayuki,,Shimamune,1,,JP,JAPAN,residence	
60256920,Lars-Erik,,Bergman,4,,SE,SWEDEN,residence	
60256920,Bernd,,Busse,2,,DE,GERMANY,residence	
60257111,Marc,,Van Damme,1,,BE,BELGIUM,residence	
60258833,William,E.,Glenn,1,FL,,,residence	
60265768,Mixhael,J.,Virnig,1,AZ,,,residence	
60272269,Kenneth,D.,Eisenbraun,1,MI,,,residence	
60273212,Tadashi,,Kumamoto,1,TX,,,residence	
60273212,Norikatsu,,Mizumoto,2,TX,,,residence	
60273212,Akira,,Takashima,3,TX,,,residence	
60277773,David,A.,Renfroe,1,AR,,,residence	
60277773,Joe,,Partain,2,AR,,,residence	
60279199,Michael,S.,Lebowitz,3,MD,US,,residence	
60279199,Natalie,,Ostetova-Golts,2,IL,US,UNITED STATES,residence	
60279199,Benjamin,,Wolozin,1,IL,US,,residence	
60285485,Stephen,C.,Anderson,1,MA,,,residence	
60294388,Ilia,,Antsiferov,4,,IL,ISRAEL,residence	
60294388,Viktor,,Ariel,1,,IL,ISRAEL,residence	
60294388,Leonid,,Altschul,2,NH,,,residence	
60294388,German,,Voronov,3,,IL,ISRAEL,residence	
60297790,Victor,,Mateus,1,,CA,CANADA,residence	
60297853,Dallin,,Katt,1,WI,,,residence	
60297853,Mark,R.,Shires,2,WI,,,residence	
60297853,Michael,,Reilly,4,WI,,,residence	
60297853,Robert,G.,Bertz,3,WI,,,residence	
60297853,Merlin,,Behnke,5,WI,,,residence	
60305986,Ananthan,B.,Srinivasan,3,CA,US,,residence	
60305986,Reto,,Kramer,2,CA,US,,residence	
60305986,Dean,B.,Jacobs,1,CA,US,,residence	
60307353,Miguel,,Herrera,4,OH,US,,residence	
60307353,Gonzalo,Diaz,Infante,2,,VE,VENEZUELA,residence	
60307353,Gustavo,,Camargo,1,,VE,VENEZUELA,residence	
60307353,Ichiro,,Perez,5,,VE,VENEZUELA,residence	
60307353,Monica,,Dicocco,3,,VE,VENEZUELA,residence	
60310163,Lee,H.,Schwamm,1,MA,,,residence	
60314890,Tommi,,Lindqvist,1,,SE,SWEDEN,residence	
60326331,Robert,Owen,McGinnis,2,PA,US,,residence	
60326331,Ralph,Evan,McGinnis,1,,GB,UNITED KINGDOM,residence	
60329588,Marshall,,Greenbaum,2,NY,US,,residence	
60329588,Mark,,Garbin,1,NY,US,,residence	
60330397,Joel,,Thomson,1,NY,US,,residence	
60330818,Dotan,,Volach,1,,IL,ISRAEL,residence	
60336505,Jean-Pierre,,Lair,1,TX,US,,residence	
60341815,Si,Young,Song,7,CA,US,,residence	
60341815,Bogman,,Lee,5,CA,US,,residence	
60341815,Qing,,Liu,2,MD,US,,residence	
60341815,Wen,,Zeng,4,MD,US,,residence	
60341815,Subrahmanyam,,Yerramilli,6,MD,US,,residence	
60341815,Hyun-Ho,,Chung,3,CA,US,,residence	
60341815,Sang,Seok,Koh,1,CA,US,,residence	
60342680,David,J.,Arlton,2,IN,US,,residence	
60342680,Paul,E.,Arlton,1,IN,US,,residence	
60344094,Joseph,,Novotny,6,MN,US,UNITED STATES,residence	
60344094,Thomas,,Kuckhahn,2,MN,US,,residence	
60344094,Jason,,Hensley,3,MN,US,,residence	
60344094,Daniel,,Dunn,7,OH,US,,residence	
60344094,William,,Hunt,4,OH,US,,residence	
60344094,Michael,,LeJeune,1,MN,US,,residence	
60344094,Richard,,Wesen,5,IN,US,,residence	
60347962,Gary,W.,Coatoam,1,FL,US,,residence	
60352452,Osman,,Ahmet,1,IL,US,,residence	
60356495,Cynthia,Marshall,Kolb,1,IL,US,,residence	
60361110,Jean-Baptiste,,Dumas,5,,FR,FRANCE,residence	
60361110,Yiwan,,Fang,6,CA,US,,residence	
60361110,Ken,,Feldmann,7,CA,US,,residence	
60361110,K.,Diane,Jofuku,8,CA,US,,residence	
60361110,Liansheng,,Zheng,18,MD,US,,residence	
60361110,Ed,,Kiegle,9,CA,US,,residence	
60361110,William,,Kimmerly,10,CA,US,,residence	
60361110,Shing,,Kwok,11,CA,US,,residence	
60361110,Jack,,Okamuro,13,CA,US,,residence	
60361110,Peter,,Mascia,12,CA,US,,residence	
60361110,Roger,,Pennell,14,CA,US,,residence	
60361110,Richard,,Schneegerger,15,CA,US,,residence	
60361110,Gopalakrishnan,,Subramanian,16,CA,US,,residence	
60361110,Maxim,,Troukhan,17,CA,US,,residence	
60361110,Nickolai,,Alexandrov,1,CA,US,,residence	
60361110,Nestor,,Apuya,2,CA,US,,residence	
60361110,Vyacheslav,,Brover,3,CA,US,,residence	
60361110,Xianfeng,,Chen,4,MO,US,,residence	
60368979,Robert,,Kling,1,,SE,SWEDEN,residence	
60371344,Joseph,,O'Malley,1,WA,US,,residence	
60372586,Yitzhak,,Weissman,1,,IL,ISRAEL,residence	
60378704,Sanjeev,,Mahajan,1,IL,US,UNITED STATES,residence	
60382970,W.,Grover,Coors,1,CO,US,UNITED STATES,residence	
60385001,Gary,E.,Peck,2,MD,US,,residence	
60385001,Paul,J.,Biermann,1,MD,US,,residence	
60387406,B.,Jack,Longley,1,CT,US,,residence	
60389365,Richard,,Richley,1,CA,US,,residence	
60389365,Marvin,P.,Loeb,2,CA,US,,residence	
60394510,Michael,,Houghton,1,CA,US,UNITED STATES,residence	
60397955,Daniel,N.,Ozick,1,MA,US,,residence	
60403149,Joseph,Armand,Picard,1,MI,US,,residence	
60403149,Michael,William,Wilson,2,MI,US,,residence	
60405406,Randall,C.,VanHorn,2,OH,US,UNITED STATES,residence	
60405406,Jeffrey,J.,Bogatay,1,OH,US,,residence	
60405461,Kevin,,Schrage,2,MN,US,,residence	
60405461,Scott,B.,Warth,1,IA,US,,residence	
60406205,Richard,,Harvey,1,,AU,AUSTRALIA,residence	
60406205,Timothy,,Bently,2,,AU,AUSTRALIA,residence	
60408526,Kaveh,,Moazami,3,CA,US,,residence	
60408526,Mohamad,,Nourmohamadian,1,CA,US,UNITED STATES,residence	
60408526,James,,Walch,2,CA,US,,residence	
60408878,Kazuhiro,,Hirama,3,VA,US,,residence	
60408878,Kenzo,,Ogata,1,VA,US,,residence	
60408878,Shinichi,,Saiki,2,VA,US,,residence	
60408878,Amanda,,Lehman,4,VA,US,UNITED STATES,residence	
60410092,Edward,W.,Catton,2,IN,US,,residence	
60410092,Stanton,H.,Breitlow,5,MN,US,,residence	
60410092,William,C.,Bohlinger,4,WI,US,,residence	
60410092,Donald,P.,Andersen,1,IN,US,,residence	
60410092,James,P.,Hentges,3,WI,US,,residence	
60410174,Janet,,Jackman,4,CA,US,,residence	
60410174,Hilary,,Clark,2,CA,US,,residence	
60410174,Brisdell,,Hunte,3,CA,US,,residence	
60410174,Jill,,Schoenfeld,5,CA,US,,residence	
60410174,Thomas,D.,Wu,8,CA,US,,residence	
60410174,Mickey,P.,Williams,6,CA,US,,residence	
60410174,Sarah,,Bodary,1,CA,US,,residence	
60410174,William,I.,Wood,7,CA,US,,residence	
60410580,Patrick,,Xavier,1,NM,US,,residence	
60414813,Fred,,Altrieth,1,NY,US,,residence	
60418466,Deidrich,,Beusse,1,FL,US,UNITED STATES,residence	
60418466,Michael,,Meyer,2,FL,US,,residence	
60418466,Christopher,,Niezrecki,3,FL,US,,residence	
60418466,Richard,L.,Phillips,4,FL,US,,residence	
60418797,Edward,H.,Abraham,1,NH,US,,residence	
60419394,Guanghong,,Yang,1,CA,US,,residence	
60424474,Srikrishna,,Bhashyam,3,CA,US,,residence	
60424474,Durga,,Malladi,2,CA,US,,residence	
60424474,Da-shan,,Shiu,1,CA,US,,residence	
60426115,Steve,,Wang,2,CA,US,,residence	
60426115,Mina,,Farr,3,CA,US,,residence	
60426115,Jan,,Lipson,1,CA,US,,residence	
60426820,Michael,,Markels,1,VA,US,,residence	
60427466,Eric,,Chapoulaud,1,CA,US,,residence	
60427923,Cyril,,Guidoux,2,,FR,FRANCE,residence	
60427923,Olivier,,Jacquin,1,,FR,FRANCE,residence	
60429060,Steven,Brian,Gendreau,1,CA,US,,residence	
60429060,Eva,Lorena,MoroBlanco,2,CA,US,UNITED STATES,residence	
60429060,Lynn,Margaret,Bjerke,3,CA,US,,residence	
60431780,Hamdi,,Hamdi,1,CA,US,,residence	
60431780,Raquel,,Castellon,2,CA,US,,residence	
60435922,Chen,,Chen,1,CA,US,,residence	
60440883,Francisco,Jose,Ayala,1,CA,US,UNITED STATES,residence	
60441920,Christopher,Kegan,Mitchell,2,,CA,CANADA,residence	
60441920,Hani,,Mehrpouyan,1,,CA,CANADA,residence	
60442269,Joanne,,Milano,1,VT,US,,residence	
60453328,Michael,Anthony,Pugel,1,IN,US,,residence	
60457137,Peter,,Blackburn,2,NY,US,,residence	
60457137,Dimitrios,T.,Drivas,1,NY,US,,residence	
60464929,David,M.,Harris,1,CA,US,,residence	
60470599,Kevin,,Gay,3,TN,US,,residence	
60470599,Tommy,L.,Jamison,1,MS,US,,residence	
60470599,H.,Glenn,Dennis,2,TN,US,,residence	
60480121,Rudolf,,Faust,1,MA,,,residence	
60480121,Axel,,Mueller,2,,DE,GERMANY,residence	
60483570,Robert,E.,Oehman,1,NC,,,residence	
60487740,David,James,Dooley,1,MI,,,residence	
60487740,David,Juergen,Wustrow,5,MI,,,residence	
60487740,Heather,Simmering,Zientek,6,MI,,,residence	
60487740,Andrew,John,Thorpe,3,MI,,,residence	
60487740,Fong,,Wang,4,MI,,,residence	
60487740,Charles,Price,Taylor,2,MI,,,residence	
60491294,Daniel,,Iancu,1,NY,,,residence	
60493795,Robert,S.,Babington,1,VA,,,residence	
60494846,Carla,,Finney,2,FL,,,residence	
60494846,Deborah,,Daley,1,FL,,,residence	
60497813,Joseph,H.,Havens,2,MI,,,residence	
60497813,Bas,,Driesen,1,,NL,NETHERLANDS,residence	
60497813,Robert,John,Kopmeiners,3,,NL,NETHERLANDS,residence	
60501225,Albert,L.,Hankins,1,MO,,,residence	
60501225,Benjamin,M.,Hankins,2,MO,,,residence	
60506239,Scott,,Rochlin,1,WA,,,residence	
60508793,Dayan,I.,Golden,10,CA,,,residence	
60508793,Brant,L.,Candelore,9,CA,,,residence	
60508793,Nicholas,,Colsey,8,CA,,,residence	
60508793,Peter,R.,Shintani,6,CA,,,residence	
60508793,Frederick,J.,Zustak,5,CA,,,residence	
60508793,Mark,K.,Eyer,7,CA,,,residence	
60508793,David,K. I.,Yang,4,CA,,,residence	
60508793,Matthew,,Chang,1,CA,,,residence	
60508793,Andrew,M.,Proehl,3,CA,,,residence	
60508793,Aditya,,Krishnan,2,CA,,,residence	
60509248,Mark,,George,1,CA,,,residence	
60509248,Evan,,Craves,2,CA,,,residence	
60509282,Karl,,Denninghoff,1,WA,,,residence	
60509582,N.,William,Parker,1,CA,,,residence	
60510290,Anthony,F.,Robertson,2,,GB,UNITED KINGDOM,residence	
60510290,Andrea,C.,Baur,1,MN,,,residence	
60510968,Susan,R.,Atlas,7,NM,,,residence	
60510968,Paul,,Helman,2,NM,,,residence	
60510968,Erik,,Andries,8,NM,,,residence	
60510968,Robert,,Verhoff,3,NM,,,residence	
60510968,George,S.,Davidson,4,NM,,,residence	
60510968,Monica,,Mosquera-Caro,9,NM,,,residence	
60510968,David,M.,Haaland,5,NM,,,residence	
60510968,Shawn,,Martin,6,NM,,,residence	
60510968,Cheryl,L.,Willman,1,NM,,,residence	
60512517,Wen,Jey,Chang,1,IL,,,residence	
60514673,Zhongqiu,,Zhang,2,MO,,,residence	
60514673,Ming,,You,1,MO,,,residence	
60514673,Manabu,,Futamura,3,,JP,JAPAN,residence	
60515316,Robert,,Morton,2,,CA,CANADA,residence	
60515316,Winston,Z.,Lu,1,,CA,CANADA,residence	
60517482,Margarita,,Vilenkin,2,,CA,CANADA,residence	
60517482,Boris,,Vilenkin,1,,CA,CANADA,residence	
60518076,Jerry,L.,Green,2,IL,,,residence	
60518076,G.,Michael,Pope,1,FL,,,residence	
60524359,Cheng,,Bi,2,CT,,,residence	
60524359,James,,Cook,1,CT,,,residence	
60524359,Gaetan,,Ladouceur,3,CT,,,residence	
60532313,Ross,E.,Teggatz,3,TX,US,UNITED STATES,residence	
60532313,Eric,C.,Blackall,2,TX,US,UNITED STATES,residence	
60532313,David,J.,Baldwin,1,TX,US,UNITED STATES,residence	
60532540,Henwell,,Chou,1,CT,,,residence	
60533004,Ian,M.,Shipway,2,PA,,,residence	
60533004,Steve,P.,Getz,1,PA,,,residence	
60543671,Craig,A.,Ball,4,CA,,,residence	
60543671,Jeffrey,M.,Elkins,3,CA,,,residence	
60543671,Harry,B.,Goodson,2,CA,,,residence	
60543671,Samir,R.,Patel,1,CA,,,residence	
60555101,Jens,,Baumann,2,,DE,GERMANY,residence	
60555101,Hartmut,,Rohrmann,1,CH,US,UNITED STATES,residence	
60557642,Richard,D.,Stackenwalt,2,PA,,,residence	
60557642,Eric,,Krantz-Lilienthal,1,PA,,,residence	
60566998,Karen,,Haleem,1,CA,,,residence	
60567708,Vincent,,Bons,2,,NL,NETHERLANDS,residence	
60567708,Jozef,A. W. M.,Corver,4,,NL,NETHERLANDS,residence	
60567708,Alexander,,Schaepman,1,,NL,NETHERLANDS,residence	
60567708,Paulus,C. J. M.,Hendrickx,3,,NL,NETHERLANDS,residence	
60568329,Vijayalakshmi,,Raveendran,1,CA,,,residence	
60572748,Paul,D.,Biederman,1,MD,,,residence	
60573546,Alan,,Walker,1,TX,,,residence	
60573546,Yanjun,,Zhang,2,TX,,,residence	
60573546,Dirk,,Guenther,3,TX,,,residence	
60583087,Jim,,Caniglia,1,AZ,,,residence	
60583087,Kannan,,Ramachandran,2,AZ,,,residence	
60583087,Vipul,,Khanna,3,,IN,INDIA,residence	
60586299,Kenneth,,Smith,1,OR,,,residence	
60586299,Michael,,Jolley,2,OR,,,residence	
60586299,Victoria,,Van Sycle,3,OR,,,residence	
60591548,Gregory,,Verdine,3,MA,,,residence	
60591548,Loren,D.,Walensky,1,MA,,,residence	
60591548,Stanley,J.,Korsmeyer,2,MA,,,residence	
60599191,Loren,,Grayson,1,CA,US,UNITED STATES,residence	
60602113,Blake,W.,Axelrod,1,CA,,,residence	
60602113,Michael,L.,Roukes,2,CA,,,residence	
60602368,Chandra,,Kholia,3,CA,,,residence	
60602368,Fernando,,Corona,5,CA,,,residence	
60602368,Subramanya,R.,Uppala,4,CA,,,residence	
60602368,Sunil,,Kumar,1,CA,,,residence	
60602368,Dipanshu,,Sharma,2,CA,,,residence	
60612275,Teresa,M.,Wong,3,CA,,,residence	
60612275,David,C.,Boisvert,1,CA,,,residence	
60612275,Malinda,,Longphre,2,CA,,,residence	
60612275,Sydney,M.,Zaremba,4,CA,,,residence	
60612712,William,J.,Polvino,1,NJ,,,residence	
60615482,Paul,,Mcinerny,4,IL,,,residence	
60615482,Larry,,Pacey,5,IL,,,residence	
60615482,Michael,W.,Mastropietro,2,IL,,,residence	
60615482,Mark,,Gagner,3,IL,,,residence	
60615482,Allon,,Englman,1,IL,,,residence	
60615864,Norbert,,Dumler,1,,DE,GERMANY,residence	
60615864,Paul,A.,Sheppard,2,PA,,,residence	
60615864,Bernard,,Fellner,4,,DE,GERMANY,residence	
60615864,Bryan,Michael,Kadlubowski,3,MD,,,residence	
60617502,Byoung-Hoon,,Kim,1,CA,,,residence	
60627904,Laurence,A.,Cole,1,NM,,,residence	
60628984,James,Raye,Caudill,1,IN,US,UNITED STATES,residence	
60632564,Reza,,Taherlan,3,TX,,,residence	
60632564,Jan,,Smits,2,TX,,,residence	
60632564,Brian,,Clark,4,TX,,,residence	
60632564,Ruben,,Martinez,1,TX,,,residence	
60658716,Yossi,,Gross,1,,IL,ISRAEL,residence	
60658716,Ben-Tsion,,Williger,2,,IL,ISRAEL,residence	
60658716,Tehila,,Hyman,3,,IL,ISRAEL,residence	
60658716,Tova,,Neufeld,4,,IL,ISRAEL,residence	
60660121,Don,,Neverkovec,2,CA,,,residence	
60660121,George,W.,Bladh,1,CA,,,residence	
60662149,Joseph,L.,Smolenski,4,NY,,,residence	
60662149,Marc,,Dubois,2,NY,,,residence	
60662149,Brian,L.,Lawrence,1,NY,,,residence	
60662149,Pingfan,P.,Wu,3,NY,,,residence	
60662653,Stefanie,A.,Zucker,1,GA,US,UNITED STATES,residence	
60662653,Charles,F.,Bergh,2,CA,US,UNITED STATES,residence	
60670559,Jermel,,Jones,2,MI,,,residence	
60670559,Oliver,,Schnell,4,,DE,GERMANY,residence	
60670559,Matthew,,Evans,1,MI,,,residence	
60670559,Tim,Matthias,Hosenfeldt,5,,DE,GERMANY,residence	
60670559,Peter,,Sailer,3,,DE,GERMANY,residence	
60671283,Alex,M.,Adelson,5,NY,,,residence	
60671283,Stefan,,Desmet,4,,BE,BELGIUM,residence	
60671283,John,,Heffer,6,NY,,,residence	
60671283,Steven,,Verhoest,2,,BE,BELGIUM,residence	
60671283,Vic,,De Jaegher,1,,BE,BELGIUM,residence	
60671283,Sanjeev,,Gupta,3,,BE,BELGIUM,residence	
60673227,Nicolas,Pierre Yves,Carboulec,1,,FR,FRANCE,residence	
60673381,Brian,James,Petersen,1,OH,,,residence	
60673381,David,Richard,Smith,2,OH,,,residence	
60677585,Ronald,,Ho,3,CA,,,residence	
60677585,Robert,J.,Drost,4,CA,,,residence	
60677585,Arthur,R.,Zingher,1,CA,,,residence	
60677585,Bruce,M.,Guenin,2,CA,,,residence	
60678192,Gabriela,Iulia,Eustatiu,2,,CA,CANADA,residence	
60678192,William,Ronald,Stott,3,,CA,CANADA,residence	
60678192,Sabatino,,Nacson,1,,CA,CANADA,residence	
60681368,Zhi-Qiang,,Xia,2,MA,,,residence	
60681368,Shoujun,,Chen,1,MA,,,residence	
60684149,Val,,Agostino,1,TX,,,residence	
60685977,Joseph,C.,Livingston,1,TX,,,residence	
60695005,Ha-Jin,,Kim,1,,KR,"KOREA, REPUBLIC OF",residence	
60695005,Yun-Seok,,Kim,4,,KR,"KOREA, REPUBLIC OF",residence	
60695005,Jong-Ho,,Lee,2,,KR,"KOREA, REPUBLIC OF",residence	
60695005,Hyung-Suk,,Jung,3,,KR,"KOREA, REPUBLIC OF",residence	
60695005,Min-Joo,,Kim,5,,KR,"KOREA, REPUBLIC OF",residence	
60703209,Mark,David,Hahm,1,WI,,,residence	
60703209,Li,Fung,Chang,2,NJ,,,residence	
60703209,Nelson,R.,Sollenberger,3,NJ,,,residence	
60713516,Gregory,C.,McHale,1,MA,,,residence	
60713516,Paul,,Sheppard,2,MA,,,residence	
60713516,Todd,K.,Rodgers,3,MA,,,residence	
60715795,Trevor,,Arthurs,1,,CA,CANADA,residence	
60717288,Jean,M.,Beaupre,1,OH,,,residence	
60719346,William,M.,Bridgeman,1,MI,,,residence	
60732859,Arul,M.,Chinnaiyan,1,MI,,,residence	
60732859,Sooryanarayana,,Lnu,2,MI,,,residence	
60734389,Truyen,,Huynh,3,,CA,CANADA,residence	
60734389,David,,Clarke,2,WA,,,residence	
60734389,Anh,,Van,1,,CA,CANADA,residence	
60740557,David,J.,Caldwell,1,CA,,,residence	
60741730,Yung-Chi,,Cheng,1,CT,,,residence	
60761717,Eric,,Bornstein,1,MA,,,residence	
60771385,Thomas,J.,Martin,1,OK,,,residence	
60774337,Mark,Dean,Looney,3,TX,,,residence	
60774337,Robert,Steven,Lestz,2,TX,,,residence	
60774337,Michael,,Young,1,CA,,,residence	
60778794,Matthew,,Nelson,2,PA,,,residence	
60778794,David,,Tuschel,1,PA,,,residence	
60778794,Patrick,J.,Treado,3,PA,,,residence	
60781260,Eric,,Bornstein,1,MA,,,residence	
60781351,Charles,,Xue,2,NJ,,,residence	
60781351,William,J.,Liew,3,MI,,,residence	
60781351,Wei,Du,Ma,1,,CN,CHINA,residence	
60783233,David,,O'Coimin,2,,GB,UNITED KINGDOM,residence	
60783233,Tim,,Walsh,1,,GB,UNITED KINGDOM,residence	
60788571,Marlin,H.,Mickle,2,PA,,,residence	
60788571,Michael,,Lovell,1,PA,,,residence	
60794096,Jose,,Costa-Requena,3,,FI,FINLAND,residence	
60794096,Kirmo,,Koistinen,7,,FI,FINLAND,residence	
60794096,Mikko,A.,Hyvarinen,5,,FI,FINLAND,residence	
60794096,Jukka,,Parkkinen,4,,FI,FINLAND,residence	
60794096,Seamus,,Moloney,1,,FI,FINLAND,residence	
60794096,Kari,,Kaarela,6,,FI,FINLAND,residence	
60794096,Vlad,,Stirbu,2,,FI,FINLAND,residence	
60797235,Gene,,Boerger,1,TN,,,residence	
60802050,Craig,W.,Johnson,3,CA,,,residence	
60802050,Lee,,Lorenzen,1,CA,,,residence	
60802050,Matthew,L.,Lorenzen,2,CA,,,residence	
60802050,Micah,S.,Siegel,4,CA,,,residence	
60805590,Srinivasan,,Subramanian,3,CO,US,UNITED STATES,residence	
60805590,William,A.,Hendrickson,1,MN,US,UNITED STATES,residence	
60805590,Brian,J.,Connolly,2,CO,,,residence	
60807290,Kenneth,,Bromberg,3,NY,US,UNITED STATES,residence	
60807290,Ze'ev,,Ronai,1,CA,US,UNITED STATES,residence	
60807290,Kenneth,,Bromberg,3,NY,US,UNITED STATES,postal	
60807290,Ze'ev,,Ronai,1,CA,US,UNITED STATES,postal	
60807290,Agnes,,Delaunay,2,CA,US,UNITED STATES,residence	
60807290,Agnes,,Delaunay,2,CA,US,UNITED STATES,postal	
60808520,Archie,Parmelee,Kelley,1,AZ,,,residence	
60808520,Carol,Louise,Hargis Kelley,2,AZ,,,residence	
60810417,Toru,,Hibi,1,CA,US,UNITED STATES,residence	
60812417,Ray,M.,Johnson,1,OR,,,residence	
60816194,Peter,,Vander Horn,15,CA,,,residence	
60816194,James,,Knittle,6,CA,,,residence	
60816194,Erik,,Gentalen,4,CA,,,residence	
60816194,John,,Gossett,5,CA,,,residence	
60816194,Robert,,Loder,7,CA,,,residence	
60816194,Karl,,Voss,13,CA,,,residence	
60816194,Linda,,Cahill,3,CA,,,residence	
60816194,Tom,,Yang,14,CA,,,residence	
60816194,Debabrita,,Deb-Basu,2,CA,,,residence	
60816194,Thomas,,Mills,8,CA,,,residence	
60816194,Uyen,,Nguyen,9,CA,,,residence	
60816194,Nineveh,,Parker,10,CA,,,residence	
60816194,Roger,A.,O'Neill,1,CA,,,residence	
60816194,David,,Roach,11,CA,,,residence	
60816194,David,,Voehringer,12,CA,,,residence	
60818800,Jerry,D.,Johnson,1,TX,US,UNITED STATES,residence	
60820449,Harry,,Kao,1,CA,,,residence	
60829652,Ravi,,Murthy,1,CA,US,,residence	
60829652,Vijay,,Medi,6,CA,US,,residence	
60829652,Sam,,Idicula,4,CA,US,,residence	
60829652,Nipun,,Agarwal,3,CA,US,,residence	
60829652,Sivasankaran,,Chandrasekar,5,CA,US,,residence	
60829652,Eric,,Sedlar,2,CA,US,,residence	
60830878,Richard,,Campbell,1,OR,,,residence	
60833763,Lynn,E.,Jensen,3,UT,,,residence	
60833763,Jay,M.,Lan,2,UT,,,residence	
60833763,Frank,Joseph,Landherr,1,IL,,,residence	
60835107,Wei,,Wang,2,NY,US,,residence	
60835107,Ernest,S.,Smith,1,NY,US,,residence	
60842997,Ben,,Graham,1,,CA,CANADA,residence	
60842997,David,,Ritacco,2,,CA,CANADA,residence	
60843020,Jeffrey,P.,Knapp,1,DE,US,,residence	
60843020,Velliyur,Nott Mallikarjuna,Rao,3,DE,US,,residence	
60843020,Barry,Asher,Mahler,2,PA,US,,residence	
60847069,Manoj,,Krishna,2,,GB,UNITED KINGDOM,residence	
60847069,Tai,,Friesem,3,,GB,UNITED KINGDOM,residence	
60847069,Steven,,Brown,1,FL,US,,residence	
60848647,Masayuki,,Shijo,1,,JP,JAPAN,residence	
60848647,Shunji,,Watanabe,2,,JP,JAPAN,residence	
60849180,Gordon,Kent,Matthias,1,TX,US,UNITED STATES,residence	
60855327,Danny,Ray,Caldwell,2,MI,US,UNITED STATES,residence	
60855327,Dan,,Tashman,7,MI,US,UNITED STATES,residence	
60855327,Mangesh,,Soman,1,MI,US,UNITED STATES,residence	
60855327,Will,,Boddie,3,MI,US,UNITED STATES,residence	
60855327,Terrance,,Kaiserman,9,FL,US,UNITED STATES,residence	
60855327,Anthony,,Gentile,8,NY,US,UNITED STATES,residence	
60855327,Joseph,,Diresta,5,NJ,US,UNITED STATES,residence	
60855327,Juan,,Bravo,4,NY,US,UNITED STATES,residence	
60855327,John,,Gentile,6,NJ,US,UNITED STATES,residence	
60862092,Mark,,Schuetz,1,OH,US,UNITED STATES,postal	
